DATA;VALUTA;BRANCHE;TID;INDHOLD
ULT;DKK;OZZ;2016M03;32121.6
ULT;DKK;OZZ;2016M04;30049.9
ULT;DKK;OZZ;2016M05;33186.8
ULT;DKK;OZZ;2016M06;37011.1
ULT;DKK;OZZ;2016M07;34076.0
ULT;DKK;OZZ;2016M08;27679.4
ULT;DKK;OZZ;2016M09;27843.5
ULT;DKK;OZZ;2016M10;28019.7
ULT;DKK;OZZ;2016M11;29742.2
ULT;DKK;OZZ;2016M12;34011.4
ULT;DKK;OZZ;2017M01;33009.6
ULT;DKK;PZZ;2013M09;..
ULT;DKK;PZZ;2013M10;3033.1
ULT;DKK;PZZ;2013M11;3069.5
ULT;DKK;PZZ;2013M12;3145.6
ULT;DKK;PZZ;2014M01;2990.4
ULT;DKK;PZZ;2014M02;2922.2
ULT;DKK;PZZ;2014M03;2934.5
ULT;DKK;PZZ;2014M04;2939.6
ULT;DKK;PZZ;2014M05;2870.8
ULT;DKK;PZZ;2014M06;2917.9
ULT;DKK;PZZ;2014M07;2764.8
ULT;DKK;PZZ;2014M08;2754.7
ULT;DKK;PZZ;2014M09;2824.5
ULT;DKK;PZZ;2014M10;2807.7
ULT;DKK;PZZ;2014M11;2929.5
ULT;DKK;PZZ;2014M12;2921.2
ULT;DKK;PZZ;2015M01;2857.9
ULT;DKK;PZZ;2015M02;3139.9
ULT;DKK;PZZ;2015M03;2917.0
ULT;DKK;PZZ;2015M04;2852.9
ULT;DKK;PZZ;2015M05;2792.6
ULT;DKK;PZZ;2015M06;2865.9
ULT;DKK;PZZ;2015M07;2902.0
ULT;DKK;PZZ;2015M08;2848.4
ULT;DKK;PZZ;2015M09;2866.4
ULT;DKK;PZZ;2015M10;2763.0
ULT;DKK;PZZ;2015M11;2732.6
ULT;DKK;PZZ;2015M12;2806.4
ULT;DKK;PZZ;2016M01;2637.0
ULT;DKK;PZZ;2016M02;2619.6
ULT;DKK;PZZ;2016M03;2729.7
ULT;DKK;PZZ;2016M04;2750.4
ULT;DKK;PZZ;2016M05;2717.0
ULT;DKK;PZZ;2016M06;2766.6
ULT;DKK;PZZ;2016M07;2830.7
ULT;DKK;PZZ;2016M08;2905.0
ULT;DKK;PZZ;2016M09;3028.2
ULT;DKK;PZZ;2016M10;3077.8
ULT;DKK;PZZ;2016M11;2872.8
ULT;DKK;PZZ;2016M12;2755.4
ULT;DKK;PZZ;2017M01;2673.9
ULT;DKK;QZZ;2013M09;..
ULT;DKK;QZZ;2013M10;7201.5
ULT;DKK;QZZ;2013M11;6783.3
ULT;DKK;QZZ;2013M12;6909.7
ULT;DKK;QZZ;2014M01;6798.1
ULT;DKK;QZZ;2014M02;6774.2
ULT;DKK;QZZ;2014M03;6795.7
ULT;DKK;QZZ;2014M04;6702.1
ULT;DKK;QZZ;2014M05;6712.9
ULT;DKK;QZZ;2014M06;6658.0
ULT;DKK;QZZ;2014M07;6555.2
ULT;DKK;QZZ;2014M08;6738.0
ULT;DKK;QZZ;2014M09;6766.8
ULT;DKK;QZZ;2014M10;6696.7
ULT;DKK;QZZ;2014M11;6654.7
ULT;DKK;QZZ;2014M12;6837.6
ULT;DKK;QZZ;2015M01;6897.6
ULT;DKK;QZZ;2015M02;6734.2
ULT;DKK;QZZ;2015M03;6912.6
ULT;DKK;QZZ;2015M04;6779.6
ULT;DKK;QZZ;2015M05;6679.9
ULT;DKK;QZZ;2015M06;6713.7
ULT;DKK;QZZ;2015M07;6771.1
ULT;DKK;QZZ;2015M08;6894.4
ULT;DKK;QZZ;2015M09;6887.8
ULT;DKK;QZZ;2015M10;6883.0
ULT;DKK;QZZ;2015M11;6837.6
ULT;DKK;QZZ;2015M12;7052.6
ULT;DKK;QZZ;2016M01;7037.7
ULT;DKK;QZZ;2016M02;6753.0
ULT;DKK;QZZ;2016M03;6955.7
ULT;DKK;QZZ;2016M04;6718.9
ULT;DKK;QZZ;2016M05;6729.1
ULT;DKK;QZZ;2016M06;6940.4
ULT;DKK;QZZ;2016M07;6921.2
ULT;DKK;QZZ;2016M08;6992.5
ULT;DKK;QZZ;2016M09;7078.1
ULT;DKK;QZZ;2016M10;7064.3
ULT;DKK;QZZ;2016M11;7018.0
ULT;DKK;QZZ;2016M12;7234.2
ULT;DKK;QZZ;2017M01;7254.4
ULT;DKK;RZZ;2013M09;..
ULT;DKK;RZZ;2013M10;2838.4
ULT;DKK;RZZ;2013M11;3055.5
ULT;DKK;RZZ;2013M12;3039.4
ULT;DKK;RZZ;2014M01;2958.8
ULT;DKK;RZZ;2014M02;2969.9
ULT;DKK;RZZ;2014M03;3028.4
ULT;DKK;RZZ;2014M04;2959.9
ULT;DKK;RZZ;2014M05;3006.2
ULT;DKK;RZZ;2014M06;3098.3
ULT;DKK;RZZ;2014M07;2727.4
ULT;DKK;RZZ;2014M08;2725.2
ULT;DKK;RZZ;2014M09;2841.0
ULT;DKK;RZZ;2014M10;2823.2
ULT;DKK;RZZ;2014M11;2916.5
ULT;DKK;RZZ;2014M12;3338.0
ULT;DKK;RZZ;2015M01;3136.3
ULT;DKK;RZZ;2015M02;3113.3
ULT;DKK;RZZ;2015M03;3301.1
ULT;DKK;RZZ;2015M04;3152.9
ULT;DKK;RZZ;2015M05;2892.3
ULT;DKK;RZZ;2015M06;2907.2
ULT;DKK;RZZ;2015M07;2543.7
ULT;DKK;RZZ;2015M08;2624.4
ULT;DKK;RZZ;2015M09;2750.6
ULT;DKK;RZZ;2015M10;2686.0
ULT;DKK;RZZ;2015M11;2729.0
ULT;DKK;RZZ;2015M12;2720.4
ULT;DKK;RZZ;2016M01;2640.6
ULT;DKK;RZZ;2016M02;2691.0
ULT;DKK;RZZ;2016M03;2767.1
ULT;DKK;RZZ;2016M04;2802.2
ULT;DKK;RZZ;2016M05;2731.9
ULT;DKK;RZZ;2016M06;2913.2
ULT;DKK;RZZ;2016M07;2430.5
ULT;DKK;RZZ;2016M08;2398.1
ULT;DKK;RZZ;2016M09;2569.9
ULT;DKK;RZZ;2016M10;2456.7
ULT;DKK;RZZ;2016M11;2502.6
ULT;DKK;RZZ;2016M12;2824.5
ULT;DKK;RZZ;2017M01;2728.3
ULT;DKK;SZZ;2013M09;..
ULT;DKK;SZZ;2013M10;5945.5
ULT;DKK;SZZ;2013M11;5935.8
ULT;DKK;SZZ;2013M12;6161.9
ULT;DKK;SZZ;2014M01;6178.7
ULT;DKK;SZZ;2014M02;6160.4
ULT;DKK;SZZ;2014M03;6214.6
ULT;DKK;SZZ;2014M04;5836.7
ULT;DKK;SZZ;2014M05;5712.3
ULT;DKK;SZZ;2014M06;5844.8
ULT;DKK;SZZ;2014M07;5723.9
ULT;DKK;SZZ;2014M08;5688.3
ULT;DKK;SZZ;2014M09;5792.7
ULT;DKK;SZZ;2014M10;5742.8
ULT;DKK;SZZ;2014M11;5828.9
ULT;DKK;SZZ;2014M12;5843.3
ULT;DKK;SZZ;2015M01;5793.9
ULT;DKK;SZZ;2015M02;5590.2
ULT;DKK;SZZ;2015M03;5979.1
ULT;DKK;SZZ;2015M04;5754.8
ULT;DKK;SZZ;2015M05;6598.7
ULT;DKK;SZZ;2015M06;6196.5
ULT;DKK;SZZ;2015M07;6174.5
ULT;DKK;SZZ;2015M08;6083.4
ULT;DKK;SZZ;2015M09;6216.9
ULT;DKK;SZZ;2015M10;6170.0
ULT;DKK;SZZ;2015M11;6102.5
ULT;DKK;SZZ;2015M12;6166.6
ULT;DKK;SZZ;2016M01;6281.6
ULT;DKK;SZZ;2016M02;6060.5
ULT;DKK;SZZ;2016M03;6457.6
ULT;DKK;SZZ;2016M04;6050.3
ULT;DKK;SZZ;2016M05;6148.0
ULT;DKK;SZZ;2016M06;6168.6
ULT;DKK;SZZ;2016M07;5712.4
ULT;DKK;SZZ;2016M08;5572.5
ULT;DKK;SZZ;2016M09;5640.1
ULT;DKK;SZZ;2016M10;5559.3
ULT;DKK;SZZ;2016M11;5450.3
ULT;DKK;SZZ;2016M12;5732.8
ULT;DKK;SZZ;2017M01;5828.4
ULT;DKK;TZZ;2013M09;..
ULT;DKK;TZZ;2013M10;..
ULT;DKK;TZZ;2013M11;84.5
ULT;DKK;TZZ;2013M12;607.8
ULT;DKK;TZZ;2014M01;548.7
ULT;DKK;TZZ;2014M02;547.8
ULT;DKK;TZZ;2014M03;558.3
ULT;DKK;TZZ;2014M04;98.0
ULT;DKK;TZZ;2014M05;556.1
ULT;DKK;TZZ;2014M06;560.3
ULT;DKK;TZZ;2014M07;561.3
ULT;DKK;TZZ;2014M08;560.0
ULT;DKK;TZZ;2014M09;564.2
ULT;DKK;TZZ;2014M10;565.0
ULT;DKK;TZZ;2014M11;567.3
ULT;DKK;TZZ;2014M12;570.4
ULT;DKK;TZZ;2015M01;572.9
ULT;DKK;TZZ;2015M02;576.5
ULT;DKK;TZZ;2015M03;580.8
ULT;DKK;TZZ;2015M04;591.1
ULT;DKK;TZZ;2015M05;591.2
ULT;DKK;TZZ;2015M06;594.0
ULT;DKK;TZZ;2015M07;903.0
ULT;DKK;TZZ;2015M08;909.4
ULT;DKK;TZZ;2015M09;916.4
ULT;DKK;TZZ;2015M10;921.5
ULT;DKK;TZZ;2015M11;628.3
ULT;DKK;TZZ;2015M12;636.8
ULT;DKK;TZZ;2016M01;637.2
ULT;DKK;TZZ;2016M02;636.2
ULT;DKK;TZZ;2016M03;678.8
ULT;DKK;TZZ;2016M04;673.5
ULT;DKK;TZZ;2016M05;679.3
ULT;DKK;TZZ;2016M06;695.7
ULT;DKK;TZZ;2016M07;692.9
ULT;DKK;TZZ;2016M08;561.0
ULT;DKK;TZZ;2016M09;649.1
ULT;DKK;TZZ;2016M10;645.3
ULT;DKK;TZZ;2016M11;630.1
ULT;DKK;TZZ;2016M12;640.6
ULT;DKK;TZZ;2017M01;634.2
ULT;DKK;UZZ;2013M09;..
ULT;DKK;UZZ;2013M10;4.4
ULT;DKK;UZZ;2013M11;4.3
ULT;DKK;UZZ;2013M12;4.2
ULT;DKK;UZZ;2014M01;4.7
ULT;DKK;UZZ;2014M02;4.3
ULT;DKK;UZZ;2014M03;4.4
ULT;DKK;UZZ;2014M04;4.6
ULT;DKK;UZZ;2014M05;3.6
ULT;DKK;UZZ;2014M06;3.8
ULT;DKK;UZZ;2014M07;3.7
ULT;DKK;UZZ;2014M08;3.6
ULT;DKK;UZZ;2014M09;4.0
ULT;DKK;UZZ;2014M10;3.8
ULT;DKK;UZZ;2014M11;3.8
ULT;DKK;UZZ;2014M12;3.6
ULT;DKK;UZZ;2015M01;3.9
ULT;DKK;UZZ;2015M02;3.9
ULT;DKK;UZZ;2015M03;4.2
ULT;DKK;UZZ;2015M04;4.1
ULT;DKK;UZZ;2015M05;2.2
ULT;DKK;UZZ;2015M06;1.9
ULT;DKK;UZZ;2015M07;1.8
ULT;DKK;UZZ;2015M08;1.7
ULT;DKK;UZZ;2015M09;2.4
ULT;DKK;UZZ;2015M10;2.4
ULT;DKK;UZZ;2015M11;2.5
ULT;DKK;UZZ;2015M12;2.4
ULT;DKK;UZZ;2016M01;3.0
ULT;DKK;UZZ;2016M02;2.0
ULT;DKK;UZZ;2016M03;2.2
ULT;DKK;UZZ;2016M04;..
ULT;DKK;UZZ;2016M05;..
ULT;DKK;UZZ;2016M06;2.2
ULT;DKK;UZZ;2016M07;1.9
ULT;DKK;UZZ;2016M08;2.1
ULT;DKK;UZZ;2016M09;0.9
ULT;DKK;UZZ;2016M10;0.7
ULT;DKK;UZZ;2016M11;0.8
ULT;DKK;UZZ;2016M12;0.9
ULT;DKK;UZZ;2017M01;0.7
ULT;DKK;YZZ;2013M09;..
ULT;DKK;YZZ;2013M10;408444.8
ULT;DKK;YZZ;2013M11;407591.3
ULT;DKK;YZZ;2013M12;413163.8
ULT;DKK;YZZ;2014M01;408187.3
ULT;DKK;YZZ;2014M02;406324.6
ULT;DKK;YZZ;2014M03;414379.2
ULT;DKK;YZZ;2014M04;410523.1
ULT;DKK;YZZ;2014M05;409509.9
ULT;DKK;YZZ;2014M06;415552.0
ULT;DKK;YZZ;2014M07;408495.3
ULT;DKK;YZZ;2014M08;407107.0
ULT;DKK;YZZ;2014M09;419399.5
ULT;DKK;YZZ;2014M10;412900.6
ULT;DKK;YZZ;2014M11;410099.1
ULT;DKK;YZZ;2014M12;424369.9
ULT;DKK;YZZ;2015M01;408327.7
ULT;DKK;YZZ;2015M02;406183.6
ULT;DKK;YZZ;2015M03;416817.6
ULT;DKK;YZZ;2015M04;406490.6
ULT;DKK;YZZ;2015M05;403809.3
ULT;DKK;YZZ;2015M06;412252.2
ULT;DKK;YZZ;2015M07;402573.6
ULT;DKK;YZZ;2015M08;401475.5
ULT;DKK;YZZ;2015M09;409027.3
ULT;DKK;YZZ;2015M10;399883.3
ULT;DKK;YZZ;2015M11;397532.9
ULT;DKK;YZZ;2015M12;408029.4
ULT;DKK;YZZ;2016M01;399623.7
ULT;DKK;YZZ;2016M02;399550.0
ULT;DKK;YZZ;2016M03;408187.6
ULT;DKK;YZZ;2016M04;396003.4
ULT;DKK;YZZ;2016M05;395571.0
ULT;DKK;YZZ;2016M06;402674.7
ULT;DKK;YZZ;2016M07;395794.2
ULT;DKK;YZZ;2016M08;394074.3
ULT;DKK;YZZ;2016M09;406657.2
ULT;DKK;YZZ;2016M10;397837.3
ULT;DKK;YZZ;2016M11;399125.8
ULT;DKK;YZZ;2016M12;413262.9
ULT;DKK;YZZ;2017M01;405130.2
